error,pos,correction,error phrase,correct phrase,num of this error-correction phrase occur,num of this error-correction pair occur,collocation,category of collocation,total num of error time this error-correction pairs fall into this collocation category,unique num of error-correction pairs fall into this collocation category,total num of error occur,error_collocation,correction_collocation
good,ADJ,well,good think,well think,1,504,think,"Thinking, Judging and Remembering-",5,3,1489,0,62
good,ADJ,well,good prepared,well prepared,1,504,prepared,"Rightness, Fairness, Purpose, Use, & Strength",13,7,1489,0,11
grate,NOUN,great,grate actor,great actor,1,9,actor,"Drama, the Theatre, and Show Business",2,2,17,0,40
grate,NOUN,great,grate part,great part,1,9,part,"Drama, the Theatre, and Show Business",2,2,17,0,70
great,ADJ,high,great esteem,high esteem,1,4,esteem,misc-ap-0,2,2,303,0,32
good,ADJ,well,good before,well before,1,504,before,misc-ap-0,99,18,1489,0,12
go out,VERB,leave,go out student,leave student,1,32,student,misc-ap-0,12,6,39,0,21
high,ADJ,great,high number,great number,1,27,number,Mathematics,2,2,220,1,331
go,VERB,have,go holiday,have holiday,1,34,holiday,misc-ap-0,3,3,1193,0,22
go,VERB,leave,go child,leave child,1,19,child,People,2,2,1193,0,137
go,VERB,get,go shoe,get shoe,1,458,shoe,Tools,2,2,1193,0,16
go,VERB,get,go friend,get friend,1,458,friend,Friendship and Enmity,3,2,1193,0,51
go,VERB,have,go surgery,have surgery,1,34,surgery,misc-ap-0,3,3,1193,0,270
go,VERB,have,go student,have student,1,34,student,misc-ap-0,3,3,1193,0,246
go,VERB,enter,go race,enter race,1,5,race,Sports and Games Generally,5,3,1193,0,180
go,VERB,get,go taste,get taste,1,458,taste,misc-ap-0,19,14,1193,0,108
go,VERB,get,go rate,get rate,1,458,rate,"Moving, Coming, and going",5,4,1193,0,86
go out,VERB,leave,go out child,leave child,1,32,child,People,5,5,39,0,137
go,VERB,get,go room,get room,1,458,room,Places,10,4,1193,0,48
go out,VERB,leave,go out daughter,leave daughter,1,32,daughter,People,5,5,39,0,22
go out,VERB,leave,go out village,leave village,1,32,village,Social Organization in Group and Places,4,4,39,0,19
go out,VERB,leave,go out city,leave city,1,32,city,Social Organization in Group and Places,4,4,39,0,114
go out,VERB,leave,go out campus,leave campus,1,32,campus,misc-ap-0,12,6,39,0,30
go out,VERB,leave,go out son,leave son,1,32,son,People,5,5,39,0,26
go out,VERB,leave,go out person,leave person,1,32,person,People,5,5,39,0,31
great,ADJ,high,great density,high density,1,4,density,misc-ap-0,2,2,303,6,61
grow,VERB,improve,grow ability,improve ability,1,20,ability,Knowing and Learning,14,2,102,0,118
grow,VERB,get,grow person,get person,1,18,person,People,4,2,102,0,28
heavy,ADJ,hard,heavy task,hard task,1,80,task,"Business, Work, and Employment",9,3,105,0,24
have,VERB,do,have cleaning,do cleaning,1,253,cleaning,misc-ap-0,31,21,2936,0,12
have,VERB,do,have game,do game,1,253,game,misc-ap-0,31,21,2936,0,47
have,VERB,get,have bang,get bang,1,235,bang,misc-ap-0,27,18,2936,0,33
have,VERB,get,have exercise,get exercise,1,235,exercise,Sports and Games Generally,20,5,2936,7,45
healthful,ADJ,healthy,healthful food,healthy food,1,11,food,Food Generally,2,2,11,5,39
heart,NOUN,hurt,heart knee,hurt knee,1,5,knee,Body Overall,2,2,16,0,23
heave,VERB,have,heave breakfast,have breakfast,1,3,breakfast,Food Generally,2,2,13,0,84
heavy,ADJ,serious,heavy illness,serious illness,1,5,illness,"Bodily Conditions Relating to Health, Sickness, and Disability",2,2,105,0,131
grow,VERB,get,grow fat,get fat,1,18,fat,Body Generally,2,2,102,6,28
heavy,ADJ,serious,heavy problem,serious problem,1,5,problem,"Bodily Conditions Relating to Health, Sickness, and Disability",2,2,105,0,1062
help,VERB,assist,help family,assist family,1,172,family,People,21,6,282,3,17
herd,NOUN,hear,herd news,hear news,1,7,news,Communication and Information,2,2,7,0,156
herd,NOUN,hear,herd word,hear word,1,7,word,Communication and Information,2,2,7,0,147
here,ADV,together,here have,together have,1,3,have,"Belonging and Owning, Getting and Giving",2,2,479,0,86
here,ADV,there,here remain,there remain,1,465,remain,"Moving, Coming, and going",181,12,479,7,91
high,ADJ,tall,high man,tall man,1,66,man,Animals/ Mammals,2,2,220,0,62
have,VERB,do,have child,do child,1,253,child,People,4,2,2936,1,35
have,VERB,offer,have scholarship,offer scholarship,1,11,scholarship,misc-ap-0,16,5,2936,0,13
have,VERB,take,have breath,take breath,1,110,breath,"The Trunk, Arms, and",12,3,2936,0,102
have,VERB,get,have quote,get quote,1,235,quote,"Communicating, mainly by Speaking and Talking",5,3,2936,8,17
grow,VERB,raise,grow baby,raise baby,1,23,baby,People,24,5,102,0,21
grow up,VERB,improve,grow up ability,improve ability,1,11,ability,Knowing and Learning,7,2,40,0,118
grow up,VERB,raise,grow up son,raise son,1,6,son,People,4,2,40,0,46
handle,NOUN,do,handle job,do job,1,7,job,"Business, Work, and Employment",2,2,24,1,3471
hang,VERB,have,hang laugh,have laugh,1,6,laugh,Action of the Face related to Feelings,2,2,21,0,64
hang,VERB,have,hang hangover,have hangover,1,6,hangover,misc-ap-0,2,2,21,0,12
hang,VERB,have,hang smile,have smile,1,6,smile,Action of the Face related to Feelings,2,2,21,0,54
hard,ADV,difficult,hard subject,difficult subject,1,48,subject,Language,3,3,150,4,15
hard,ADV,difficult,hard period,difficult period,1,48,period,Time Generally,10,3,150,3,78
have,VERB,do,have dance,do dance,1,253,dance,Music and Related Activities,2,2,2936,9,41
have,VERB,get,have autograph,get autograph,1,235,autograph,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,2936,0,20
have,VERB,make,have discovery,make discovery,1,241,discovery,"Showing, Hiding, Finding, Saving, and Similar Words",5,2,2936,0,133
have,VERB,get,have teacher,get teacher,1,235,teacher,misc-ap-0,27,18,2936,0,11
have,VERB,get,have card,get card,1,235,card,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",6,5,2936,0,73
have,VERB,do,have deed,do deed,1,253,deed,Doing Things,22,4,2936,0,46
just,ADV,only,just see,only see,1,45,see,Knowing and Learning,5,5,151,1,55
just,ADV,very,just special,very special,1,6,special,"General, Usual, Unusual, etc",5,4,151,0,32
just,ADV,only,just time,only time,1,45,time,Time Generally,5,3,151,0,312
little,ADJ,very,little close,very close,1,4,close,Weather and Temperature,2,2,323,0,21
little,ADJ,small,little step,small step,1,86,step,"Belonging and Owning, Getting and Giving",5,4,323,1,143
little,ADJ,small,little animal,small animal,1,86,animal,Living Creatures Generally,4,3,323,0,37
little,ADJ,small,little saving,small saving,1,86,saving,misc-ap-0,3,3,323,0,15
little,ADJ,small,little school,small school,1,86,school,Living Creatures Generally,4,3,323,0,86
little,ADJ,small,little dog,small dog,1,86,dog,Animals/ Mammals,3,3,323,0,23
little,ADJ,really,little like,really like,1,4,like,Feeling and Behavior Generally,2,2,323,0,38
little,ADJ,really,little want,really want,1,4,want,Feeling and Behavior Generally,2,2,323,0,103
little,ADJ,low,little dose,low dose,1,6,dose,misc-ap-0,2,2,323,0,51
little,ADJ,small,little child,small child,1,86,child,People,4,3,323,0,323
little,ADJ,young,little generation,young generation,1,7,generation,People,13,2,323,0,162
live,VERB,have,live ending,have ending,1,13,ending,misc-ap-0,3,3,494,0,58
live,VERB,have,live disadvantage,have disadvantage,1,13,disadvantage,misc-ap-0,3,3,494,0,41
long,ADV,soon,long resolve,soon resolve,1,3,resolve,Causing,2,2,120,1,34
long,ADV,soon,long get,soon get,1,3,get,Causing,2,2,120,2,44
look,VERB,see,look video,see video,1,165,video,misc-ap-0,12,8,371,0,28
look,VERB,see,look game,see game,1,165,game,misc-ap-0,12,8,371,1,86
little,ADJ,small,little service,small service,1,86,service,"Belonging and Owning, Getting and Giving",5,4,323,0,12
little,ADJ,quite,little difficult,quite difficult,1,26,difficult,"General, Usual, Unusual, etc",4,3,323,1,20
just,ADV,very,just simple,very simple,1,6,simple,"General, Usual, Unusual, etc",5,4,151,0,21
let,VERB,make,let news,make news,1,244,news,Communication and Information,8,5,397,0,126
let,VERB,leave,let table,leave table,1,58,table,Parts of Houses,2,2,397,0,12
let,VERB,leave,let number,leave number,1,58,number,Grammar,2,2,397,4,33
let,VERB,make,let city,make city,1,244,city,Social Organization in Group and Places,4,2,397,0,65
let,VERB,make,let benefit,make benefit,1,244,benefit,Doing Things,5,5,397,0,22
let,VERB,make,let announcement,make announcement,1,244,announcement,"Communicating, mainly by Speaking and Talking",5,5,397,0,1067
let,VERB,leave,let daughter,leave daughter,1,58,daughter,People,4,4,397,0,22
let,VERB,leave,let family,leave family,1,58,family,People,4,4,397,0,15
let,VERB,make,let film,make film,1,244,film,Communication and Information,8,5,397,0,481
listen,VERB,hear,listen number,hear number,1,152,number,Numbers and Quantities,2,2,170,0,12
let,VERB,leave,let doubt,leave doubt,1,58,doubt,"Communicating, mainly by Speaking and Talking",4,4,397,0,108
life,NOUN,study,life undergraduate,study undergraduate,1,2,undergraduate,misc-ap-0,2,2,41,4,12
light,ADJ,mild,light symptom,mild symptom,1,5,symptom,misc-ap-0,2,2,41,0,11
listen,VERB,hear,listen phrase,hear phrase,1,152,phrase,"Communicating, mainly by Speaking and Talking",15,7,170,0,11
listen,VERB,hear,listen comment,hear comment,1,152,comment,"Communicating, mainly by Speaking and Talking",15,7,170,0,46
listen,VERB,hear,listen criticism,hear criticism,1,152,criticism,"Thinking, Judging and Remembering-",4,2,170,0,27
listen,VERB,hear,listen warning,hear warning,1,152,warning,"Communicating, mainly by Speaking and Talking",15,7,170,0,13
look,VERB,see,look sight,see sight,1,165,sight,misc-ap-0,12,8,371,0,47
look,VERB,see,look snow,see snow,1,165,snow,Weather and Temperature,4,2,371,1,12
look,VERB,see,look crash,see crash,1,165,crash,Vehicles and Transport on Land,3,2,371,0,33
lose,VERB,end,lose discrimination,end discrimination,1,3,discrimination,misc-ap-0,3,3,232,0,48
loose,VERB,lose,loose heart,lose heart,1,181,heart,"The Trunk, Arms, and",2,2,186,0,16
loose,VERB,lose,loose memory,lose memory,1,181,memory,"Thinking, Judging and Remembering-",3,2,186,0,20
loose,VERB,lose,loose blood,lose blood,1,181,blood,"The Trunk, Arms, and",2,2,186,0,13
loose,VERB,miss,loose opportunity,miss opportunity,1,4,opportunity,"Possibility, Chance, and Necessity",4,2,186,0,208
loose,VERB,lose,loose ability,lose ability,1,181,ability,Knowing and Learning,8,5,186,0,90
loose,VERB,lose,loose value,lose value,1,181,value,Commerce,2,2,186,0,69
loose,VERB,lose,loose fight,lose fight,1,181,fight,"Warfare, Defense, and the Army",2,2,186,0,84
lose,VERB,miss,lose event,miss event,1,122,event,"Being, Becoming, and Happening",60,4,232,6,11
look,VERB,see,look place,see place,1,165,place,Travel and Visiting,2,2,371,1,49
loss,NOUN,lose,loss team,lose team,1,43,team,Sports and Games Generally,3,3,52,2,17
loss,NOUN,miss,loss opportunity,miss opportunity,1,4,opportunity,"Possibility, Chance, and Necessity",4,2,52,0,208
loss,NOUN,lose,loss way,lose way,1,43,way,Places,4,4,52,0,49
loss,NOUN,lose,loss position,lose position,1,43,position,Places,4,4,52,3,74
loss,NOUN,lose,loss lot,lose lot,1,43,lot,Places,4,4,52,0,180
loss,NOUN,lose,loss number,lose number,1,43,number,Mathematics,2,2,52,7,30
loss,NOUN,lose,loss freedom,lose freedom,1,43,freedom,Social Classification and Situation,2,2,52,0,18
loose,VERB,lose,loose record,lose record,1,181,record,"Recording Sound, Listening to the Radio, etc",12,2,186,0,12
loose,VERB,lose,loose independence,lose independence,1,181,independence,Government,4,4,186,0,33
loose,VERB,lose,loose way,lose way,1,181,way,Places,5,3,186,0,49
loose,VERB,lose,loose mother,lose mother,1,181,mother,People,6,4,186,0,15
look,VERB,see,look world,see world,1,165,world,The Universe,6,4,371,0,107
look,VERB,see,look boy,see boy,1,165,boy,People,7,4,371,1,49
look,VERB,see,look father,see father,1,165,father,People,7,4,371,1,63
look,VERB,watch,look firework,watch firework,1,39,firework,misc-ap-0,11,7,371,0,16
look,VERB,watch,look game,watch game,1,39,game,misc-ap-0,11,7,371,1,202
look,VERB,have,look design,have design,1,6,design,Making things,2,2,371,3,100
look,VERB,see,look reporter,see reporter,1,165,reporter,Communication and Information,9,3,371,0,16
look,VERB,see,look whole,see whole,1,165,whole,"Fullness, Heaviness, Thickness, Stiffness, Roughness, etc",5,2,371,0,12
look,VERB,watch,look race,watch race,1,39,race,Sports and Games Generally,3,3,371,0,17
look,VERB,have,look shape,have shape,1,6,shape,Making things,2,2,371,0,34
look,VERB,see,look star,see star,1,165,star,"Drama, the Theatre, and Show Business",6,5,371,0,37
loose,VERB,lose,loose identity,lose identity,1,181,identity,misc-ap-0,17,9,186,0,40
loose,VERB,lose,loose match,lose match,1,181,match,"Equipment, Machines, and Instruments",32,3,186,0,34
loose,VERB,lose,loose sleep,lose sleep,1,181,sleep,Bodily States and Associated Activities,5,4,186,0,48
loose,VERB,lose,loose head,lose head,1,181,head,Parts of Animals,5,4,186,1,19
let,VERB,make,let result,make result,1,244,result,Causing,5,3,397,0,55
let,VERB,make,let situation,make situation,1,244,situation,"Being, Becoming, and Happening",4,3,397,0,57
let,VERB,leave,let trail,leave trail,1,58,trail,"Moving, Coming, and going",2,2,397,0,68
know,VERB,have,know parent,have parent,1,50,parent,People,4,3,1380,8,139
know,VERB,see,know beauty,see beauty,1,86,beauty,Linking and Not Linking,2,2,1380,0,13
know,VERB,learn,know lesson,learn lesson,1,262,lesson,misc-ap-0,35,8,1380,0,507
know,VERB,see,know situation,see situation,1,86,situation,"Being, Becoming, and Happening",2,2,1380,0,70
know,VERB,get,know opinion,get opinion,1,36,opinion,"Thinking, Judging and Remembering-",5,2,1380,5,56
know,VERB,see,know sight,see sight,1,86,sight,misc-ap-0,13,10,1380,0,47
know,VERB,meet,know mother,meet mother,1,217,mother,People,51,11,1380,0,18
know,VERB,see,know trend,see trend,1,86,trend,misc-ap-0,13,10,1380,3,88
know,VERB,have,know expression,have expression,1,50,expression,"Communicating, mainly by Speaking and Talking",3,3,1380,0,34
large,ADJ,heavy,large snowfall,heavy snowfall,1,4,snowfall,Weather and Temperature,2,2,145,0,39
know,VERB,have,know suggestion,have suggestion,1,50,suggestion,"Communicating, mainly by Speaking and Talking",3,3,1380,0,95
know,VERB,have,know recommendation,have recommendation,1,50,recommendation,"Communicating, mainly by Speaking and Talking",3,3,1380,0,43
know,VERB,see,know image,see image,1,86,image,Arts and Crafts,5,3,1380,0,63
koreans,ADV,korean,koreans woman,korean woman,1,3,woman,Animals/ Mammals,2,2,3,0,11
lager,NOUN,large,lager number,large number,1,6,number,Music and Related Activities,3,2,6,0,279
language,NOUN,people,language korean,people korean,1,5,korean,misc-ap-0,7,3,238,0,55
large,ADJ,great,large accuracy,great accuracy,1,42,accuracy,"Rightness, Fairness, Purpose, Use, & Strength",2,2,145,0,17
know,VERB,find,know baby,find baby,1,383,baby,People,4,2,1380,3,26
know,VERB,get,know book,get book,1,36,book,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,1380,6,68
know,VERB,have,know understanding,have understanding,1,50,understanding,Knowing and Learning,10,5,1380,0,194
know,VERB,have,know talent,have talent,1,50,talent,Knowing and Learning,10,5,1380,2,206
keep,VERB,have,keep nightmare,have nightmare,1,45,nightmare,Bodily States and Associated Activities,6,2,311,0,77
keep,VERB,maintain,keep strength,maintain strength,1,122,strength,"Rightness, Fairness, Purpose, Use, & Strength",5,4,311,0,29
keep,VERB,have,keep impact,have impact,1,45,impact,misc-ap-0,6,6,311,0,3046
keep,VERB,have,keep quality,have quality,1,45,quality,"Being, Becoming, and Happening",2,2,311,5,225
keep,VERB,have,keep piece,have piece,1,45,piece,"Communicating, mainly by Reading and Writing, Printing and Publishing, Radio andF",2,2,311,9,123
keep,VERB,maintain,keep system,maintain system,1,122,system,"Resemblance, Difference, and Change",2,2,311,0,73
keep,VERB,have,keep feeling,have feeling,1,45,feeling,Feeling and Behavior Generally,3,3,311,0,690
keep,VERB,maintain,keep posture,maintain posture,1,122,posture,Places,5,3,311,0,16
keep,VERB,maintain,keep quality,maintain quality,1,122,quality,"Being, Becoming, and Happening",9,3,311,5,36
keep,VERB,have,keep meaning,have meaning,1,45,meaning,Communication and Information,2,2,311,0,190
keep,VERB,have,keep imagination,have imagination,1,45,imagination,"Thinking, Judging and Remembering-",3,3,311,0,38
keep,VERB,have,keep fun,have fun,1,45,fun,Entertainment Generally,3,2,311,4,708
keep,VERB,have,keep definition,have definition,1,45,definition,"Communicating, mainly by Speaking and Talking",2,2,311,0,37
know,VERB,see,know picture,see picture,1,86,picture,Communication and Information,11,5,1380,5,183
know,VERB,hear,know rumor,hear rumor,1,112,rumor,misc-ap-0,8,7,1380,2,117
large,ADJ,great,large influence,great influence,1,42,influence,Causing,3,2,145,5,118
large,ADJ,extensive,large list,extensive list,1,2,list,"Resemblance, Difference, and Change",2,2,145,8,16
let,VERB,make,let voice,make voice,1,244,voice,Language,3,3,397,0,27
let,VERB,make,let design,make design,1,244,design,"Rightness, Fairness, Purpose, Use, & Strength",3,2,397,0,24
less,ADV,few,less session,few session,1,283,session,Travel and Visiting,9,5,335,0,13
less,ADV,small,less difference,small difference,1,11,difference,"Resemblance, Difference, and Change",3,2,335,0,33
